date	size'/'remotesize	flags(request:Update,Range state:File response:Modified,Chunked,gZipped)	statuscode	status ('servermsg')	MIME	Etag|Date	URL	localfile	(from URL)
15:25:06	0/0	---M--	301	error ('Moved%20Permanently')	text/html	date:Mon,%2030%20Mar%202020%2014:25:05%20GMT	http://unbouncepages.com/lolarsfinesse/clkg/tel/+2348120254709	C:/Users/Opera/Desktop/Web%20Pages/Lolarfinnese/unbouncepages.com/lolarsfinesse/clkg/tel/+2348120254709.f.delayed	(from http://unbouncepages.com/lolarsfinesse/)
15:25:06	0/0	---M--	301	error ('Moved%20Permanently')	text/html	date:Mon,%2030%20Mar%202020%2014:25:05%20GMT	http://unbouncepages.com/lolarsfinesse/clkn/https/api.whatsapp.com/send?phone=2348175823991&text=Hi,%20I%20saw%20your%20ad%20and%20I%20am%20interested.%20How%20do%20I%20get%20started?	C:/Users/Opera/Desktop/Web%20Pages/Lolarfinnese/unbouncepages.com/lolarsfinesse/clkn/https/api.whatsapp.com/send.11fee0.delayed	(from http://unbouncepages.com/lolarsfinesse/)
15:25:11	23517/23517	---M--	200	added ('OK')	image/png	etag:%22a4320874cec967ae76325a3e9ba1a167%22	http://d9hhrg4mnvzow.cloudfront.net/unbouncepages.com/lolarsfinesse/aad5486a-instagram-logos-png-images-free-download-2_030030000000000000001.png	C:/Users/Opera/Desktop/Web%20Pages/Lolarfinnese/d9hhrg4mnvzow.cloudfront.net/unbouncepages.com/lolarsfinesse/aad5486a-instagram-logos-png-images-free-download-2_030030000000000000001.png	(from http://unbouncepages.com/lolarsfinesse/)
15:25:12	0/0	---M--	301	error ('Moved%20Permanently')	text/html	date:Mon,%2030%20Mar%202020%2014:25:11%20GMT	http://unbouncepages.com/lolarsfinesse/clkn/https/www.instagram.com/lolarsfinesse/	C:/Users/Opera/Desktop/Web%20Pages/Lolarfinnese/unbouncepages.com/lolarsfinesse/clkn/https/www.instagram.com/lolarsfinesse/index.html	(from http://unbouncepages.com/lolarsfinesse/)
15:25:12	0/-1	---M--	301	error ('')			http://unbouncepages.com/lolarsfinesse/clkn/https/api.whatsapp.com/send?phone=2348175823991&text=Hi,%20I%20saw%20your%20ad%20and%20I%20am%20interested.%20How%20do%20I%20get%20started?	C:/Users/Opera/Desktop/Web%20Pages/Lolarfinnese/unbouncepages.com/lolarsfinesse/clkn/https/api.whatsapp.com/send.13fee0.delayed	(from http://unbouncepages.com/lolarsfinesse/)
15:25:12	0/-1	---M--	301	error ('')			http://unbouncepages.com/lolarsfinesse/clkg/tel/+2348120254709	C:/Users/Opera/Desktop/Web%20Pages/Lolarfinnese/unbouncepages.com/lolarsfinesse/clkg/tel/+2348120254709.14.delayed	(from http://unbouncepages.com/lolarsfinesse/)
15:25:15	1427525/1427525	---M--	200	added ('OK')	image/png	etag:%22ee7d623b185679ed250202b299f46850%22	http://d9hhrg4mnvzow.cloudfront.net/unbouncepages.com/lolarsfinesse/517aa3f6-2730046030208_0000000jk0qk007000001.png	C:/Users/Opera/Desktop/Web%20Pages/Lolarfinnese/d9hhrg4mnvzow.cloudfront.net/unbouncepages.com/lolarsfinesse/517aa3f6-2730046030208_0000000jk0qk007000001.png	(from http://unbouncepages.com/lolarsfinesse/)
15:25:16	243/243	---MC-	403	error ('Forbidden')	application/xml	date:Mon,%2030%20Mar%202020%2014:25:15%20GMT	http://builder-assets.unbounce.com/images/transparent.gif	C:/Users/Opera/Desktop/Web%20Pages/Lolarfinnese/builder-assets.unbounce.com/images/transparent.17.delayed	(from http://builder-assets.unbounce.com/published-css/main-7b78720.z.css)
15:25:17	106178/106178	---M-Z	200	added ('OK')	application/javascript	etag:%229356a4b0d011c5a2bd739b87d31b814e%22	http://builder-assets.unbounce.com/published-js/main.bundle-81f56cf.z.js	C:/Users/Opera/Desktop/Web%20Pages/Lolarfinnese/builder-assets.unbounce.com/published-js/main.bundle-81f56cf.z.js	(from http://unbouncepages.com/lolarsfinesse/)
15:25:36	738817/738817	---M--	200	added ('OK')	image/png	etag:%22ec26ff561431130575f39b1519c1b96c%22	http://d9hhrg4mnvzow.cloudfront.net/unbouncepages.com/lolarsfinesse/0d1c9c4b-2730055493568_000000000000000000001.png	C:/Users/Opera/Desktop/Web%20Pages/Lolarfinnese/d9hhrg4mnvzow.cloudfront.net/unbouncepages.com/lolarsfinesse/0d1c9c4b-2730055493568_000000000000000000001.png	(from http://unbouncepages.com/lolarsfinesse/)
15:25:52	1325825/1325825	---M--	200	added ('OK')	image/png	etag:%22aaac844feeff9ef921c5dd8d934221f0%22	http://d9hhrg4mnvzow.cloudfront.net/unbouncepages.com/lolarsfinesse/66c1c0f9-2730048558848_0000000ia0rk00s000001.png	C:/Users/Opera/Desktop/Web%20Pages/Lolarfinnese/d9hhrg4mnvzow.cloudfront.net/unbouncepages.com/lolarsfinesse/66c1c0f9-2730048558848_0000000ia0rk00s000001.png	(from http://unbouncepages.com/lolarsfinesse/)
